frame,time_s,x_px,y_px,path_mm,velocity_mm_s,accel_mm_s2
559,22.3600,457,178,4189.498,398.929,-120.153
560,22.4000,444,164,4208.603,454.143,744.927
561,22.4400,433,152,4224.882,464.826,1034.812
562,22.4800,429,145,4232.944,416.537,708.312
563,22.5200,426,141,4237.944,348.532,133.747
564,22.5600,429,140,4241.107,258.042,-704.437
565,22.6000,430,140,4242.107,167.517,-1433.129
566,22.6400,431,142,4244.343,97.303,-1837.615
567,22.6800,431,144,4246.343,66.992,-1747.727
568,22.7200,431,147,4249.343,56.992,-1457.700
569,22.7600,430,149,4251.579,52.361,-1028.405
570,22.8000,429,150,4252.993,54.432,-565.425
571,22.8400,428,152,4255.229,54.432,-214.356
572,22.8800,425,155,4259.472,65.645,-6.734
573,22.9200,422,157,4263.077,68.673,58.405
574,22.9600,419,156,4266.240,73.304,104.715
575,23.0000,419,157,4267.240,71.233,84.005
576,23.0400,419,157,4267.240,60.052,28.103
577,23.0800,418,157,4268.240,43.839,-109.029
578,23.1200,418,157,4268.240,25.811,-214.307
579,23.1600,422,160,4273.240,35.000,-191.519
580,23.2000,432,167,4285.446,91.033,99.000
581,23.2400,448,186,4310.286,215.230,775.889
582,23.2800,465,211,4340.518,361.392,1587.766
583,23.3200,479,236,4369.171,504.658,2394.232
584,23.3600,488,254,4389.296,580.281,2726.405
585,23.4000,491,266,4401.665,581.095,2450.310
586,23.4400,494,270,4406.665,481.897,1333.335
587,23.4800,491,267,4410.908,351.948,-47.220
588,23.5200,493,259,4419.154,249.914,-1273.720
589,23.5600,491,247,4431.320,210.118,-1850.812
590,23.6000,488,233,4445.637,219.861,-1806.169
591,23.6400,483,210,4469.175,312.547,-846.751
592,23.6800,481,193,4486.292,376.920,124.858
593,23.7200,478,180,4499.633,402.397,762.417
594,23.7600,473,174,4507.444,380.621,852.512
595,23.8000,471,170,4511.916,331.392,557.657
596,23.8400,471,172,4513.916,223.706,-444.203
597,23.8800,472,173,4515.330,145.191,-1158.644
598,23.9200,473,173,4516.330,83.483,-1594.571
599,23.9600,480,172,4523.401,79.787,-1504.169
600,24.0000,483,166,4530.109,90.967,-1202.125
601,24.0400,482,162,4534.232,101.583,-610.618
602,24.0800,478,157,4540.636,126.528,-93.319
603,24.1200,476,151,4546.960,153.150,348.336
604,24.1600,475,149,4549.196,128.975,245.941
605,24.2000,474,148,4550.610,102.505,57.690
606,24.2400,475,153,4555.709,107.385,29.010
607,24.2800,478,163,4566.150,127.571,5.217
608,24.3200,482,165,4570.622,118.309,-174.208
609,24.3600,489,181,4588.086,194.450,327.372
610,24.4000,502,207,4617.155,332.723,1151.088
611,24.4400,505,246,4656.270,502.804,1977.095
612,24.4800,498,268,4679.357,566.036,2192.328
613,24.5200,493,274,4687.167,582.727,2322.091
614,24.5600,491,268,4693.492,527.028,1662.894
615,24.6000,494,263,4699.323,410.839,390.579
616,24.6400,496,249,4713.465,285.973,-1084.153
617,24.6800,491,234,4729.276,249.596,-1582.200
618,24.7200,485,216,4748.250,305.413,-1386.567
619,24.7600,486,217,4749.664,280.862,-1230.834
620,24.8000,472,196,4774.903,377.901,-164.688
621,24.8400,458,176,4799.316,429.256,716.414
622,24.8800,446,160,4819.316,450.199,1003.014
623,24.9200,427,143,4844.811,482.806,886.965
624,24.9600,424,140,4849.054,496.949,1080.434
625,25.0000,432,145,4858.488,417.924,200.114
626,25.0400,449,157,4879.296,399.902,-146.772
627,25.0800,472,181,4912.538,466.110,79.552
628,25.1200,492,205,4943.779,494.839,60.163
629,25.1600,493,209,4947.902,494.241,-13.536
630,25.2000,501,235,4975.105,583.086,825.810
631,25.2400,497,256,4996.483,585.931,930.144
632,25.2800,501,271,5012.007,497.344,156.172
633,25.3200,520,282,5033.961,450.911,-219.638
634,25.3600,550,292,5065.584,588.410,470.842
635,25.4000,603,202,5170.030,974.626,1957.698
636,25.4400,600,199,5174.273,888.951,1515.103
